,Tesseract,Ground_Truth
1392,EPAS,EPAs
1393,CMADM,CMAM
1394,a,a
1395,Commlttee,Committee
1396,ch,TCC
1397,leadershlp,leadership
1398,a,a
1399,technlcal,technical
1400,A,Air
1401,Commlttee,Committee
1402,Texaswhere,Texaswhere
1403,shlfted,shifted
1404,Commlttee,Committee
1405,whlch,which
1406,emlsslon,emission
1407,deflnltlve,definitive
1408,relatlonshlps,relationships
1409,Speclflc,Specific
1410,fundlng,funding
1411,Counclls,Councils
1412,dlfflcult,difficult
1413,a,a
1414,thls,this
1415,a,a
1416,whlch,which
1417,mg,ing
1418,supportlng,supporting
1419,I,I
1420,a,a
1421,I,I
1422,a,a
1423,thls,this
1424,effortand,effortand
1425,I,I
1426,a,a
1427,speclflc,specific
1428,whlch,which
1429,EPAS,EPAs
1430,posslble,possible
1431,whlch,which
1432,I,I
1433,thls,this
1434,Commlttees,Committees
1435,flrst,first
1436,I,I
1437,ntercommttee,intercommittee
1438,actlvltles,activities
1439,whlch,which
1440,AQCS,AQCs
1441,Turnlng,Turning
1442,Commlttee,Committee
1443,Actlvltyone,Activityone
1444,whlch,which
1445,a,a
1446,by,by
1447,commlttee,committee
1448,yearwe,yearwe
1449,by,by
1450,commlttee,committee
1451,resolvlng,resolving
1452,commlttee,committee
1453,relatlonshlp,relationship
1454,sensltlve,sensitive
1455,whlch,which
1456,ntlatlon,initiation
1457,whlch,which
1458,enllghtenment,enlightenment
1459,Thls,This
1460,I,I
1461,Commlttees,Committees
1462,staffand,staffand
1463,membershlp,membership
1464,MCA,MCA
1465,Addltlonally,Additionally
1466,I,I
1467,by,by
1468,a,a
1469,commlttee,committee
1470,m,to
1471,staffComnlttee,staffComnittee
1472,confllcts,conflicts
1473,I,I
1474,remalnlng,remaining
1475,whlch,which
1476,I,I
1477,requlrendeed,requireindeed
1478,demanda,demanda
1479,technlcallegal,technicallegal
1480,partnershlp,partnership
1481,m,to
1482,maxlmlze,maximize
1483,Hlth,with
1484,worklng,working
1485,Commlttee,Committee
1486,thls,this
1487,dlfflcult,difficult
1488,Commlttee,Committee
1489,I,I
1490,brlng,bring
1491,unresolvedor,unresolvedor
1492,I,I
1493,porarlly,porarily
1494,resolvedproblem,resolvedproblem
1495,I,I
1496,a,a
1497,strengthisapplng,strengthsapping
1498,thls,this
1499,exstsbut,existsbut
1500,by,by
1501,commlttee,committee
1502,a,a
1503,I,In
1504,I,I
1505,my,my
1506,by,by
1507,I,I
1508,A,Air
1509,Commlttees,Committees
1510,Th,This
1511,a,a
1512,soph,sophis
1513,a,a
1514,ommltteestaff,Committeestaff
1515,necesslty,necessity
1516,bulldlng,building
1517,properlymage,properlyimage
1518,cm,CMA
1519,t,importantly
1520,unportantly,i
1521,a,a
1522,a,a
1523,clvll,civil
1524,I,I
1525,Exhlblt,Exhibit
1526,E,E
1527,P,P
1528,BRIDGE,BRIDGE
1529,Commlttee,Committee
1530,stcy,SWMC
1531,stc,SWMC
1532,ndcated,indicated
1533,actlvlty,activity
1534,restrlctlve,restrictive
1535,I,I
1536,forebodlngs,forebodings
1537,thls,this
1538,flrst,first
1539,Hlth,with
1540,actlvlty,activity
1541,thls,this
1542,a,a
1543,reachlng,reaching
1544,slgnlflcantly,significantly
1545,stc,SWMC
1546,worklng,working
1547,concernlng,concerning
1548,Commlttee,Committee
1549,commlttee,committee
1550,worklng,working
1551,by,by
1552,Admlnlstratlon,Administration
1553,a,a
1554,mm,bill
1555,ndcated,indicated
1556,mm,with
1557,Randolphs,Randolphs
1558,compllcated,complicated
1559,permlts,permits
1560,a,a
1561,addltlon,addition
1562,cm,CMA
1563,a,a
1564,recycllng,recycling
1565,worklng,working
1566,toxlclty,toxicity
1567,quantlty,quantity
1568,a,a
1569,speclflc,specific
1570,packaglng,packaging
1571,v,US
1572,a,a
1573,m,to
1574,a,a
1575,technlcal,technical
1576,strlve,strive
1577,sufflclent,sufficient
1578,flexlblllty,flexibility
1579,mm,with
1580,thls,this
1581,by,by
1582,whlch,which
1583,stc,SWMC
1584,whlch,which
1585,mlght,might
1586,NSWMA,NSWMA
1587,m,to
1588,a,a
1589,by,by
1590,A,Ai
1591,thls,this
1592,stC,SWMC
1593,Commlttees,Committees
1594,asslstance,assistance
1595,thls,this
1596,whlch,which
1597,cm,CMA
1598,A,A
1599,stc,SWMC
1600,meanlngful,meaningful
1601,Hlth,with
1602,EPA,EPA
1603,a,a
1604,m,to
1605,establlsh,establish
1606,a,a
1607,sclentlflc,scientific
1608,complylng,complying
1609,mm,with
1610,strlngent,stringent
1611,enabllng,enabling
1612,stc,SWMC
1613,EPAS,EPAs
1614,opportunlty,opportunity
1615,stc,SWMC
1616,Hlth,with
1617,EPA,EPA
1618,meetlng,meeting
1619,EPAS,EPAs
1620,nm,OSWMP
1621,a,a
1622,mllllon,million
1623,landflll,landfill
1624,mm,with
1625,thls,this
1626,meetlngs,meetings
1627,stc,SWMC
1628,a,a
1629,a,a
1630,a,a
1631,Hlth,with
1632,EPAS,EPAs
1633,Dlvlslon,Division
1634,Munlclpal,Municipal
1635,Clnclnnatl,Cincinnati
1636,Hlth,with
1637,a,a
1638,stc,SWMC
1639,meetlng,meeting
1640,stc,SWMC
1641,a,a
1642,posslbllltles,possibilities
1643,contractlng,contracting
1644,exlstlng,existing
1645,landflll,landfill
1646,actlvltles,activities
1647,actlvlty,activity
1648,by,by
1649,Technlcal,Technical
1650,Subcommlttee,Subcommittee
1651,A,A
1652,posltlve,positive
1653,m,to
1654,mm,with
1655,A,A
1656,subcommlttEE,subcommittee
1657,stc,SWMC
1658,CommlttEE,Committee
1659,publlshed,published
1660,cm,CMA
1661,m,to
1662,stc,SWMC
1663,commlttees,committees
1664,ndlous,insidious
1665,punltlvely,punitively
1666,CPI,CPI
1667,m,to
1668,a,a
1669,mpllcatlons,implications
1670,thls,this
1671,conslstlng,consisting
1672,commlttees,committees
1673,establlshed,established
1674,stCs,SWMCs
1675,Hlth,with
1676,posslble,possible
1677,unpllcatlons,implications
1678,mm,with
1679,exlstlng,existing
1680,actlvlty,activity
1681,Subcommlttee,Subcommittee
1682,msgm,JSEL
1683,thls,this
1684,by,by
1685,m,to
1686,e,The
1687,by,by
1688,r,resolved
1689,pr,properly
1690,technlcal,technical
1691,asslstance,is
1692,a,a
1693,m,two
1694,stc,SWMC
1695,Commlttee,Committee
1696,meetlngs,meetings
1697,M,MCA
1698,admlnlstratlve,administrative
1699,by,by
1700,whlch,which
1701,A,As
1702,a,a
1703,asslgned,assigned
1704,mm,with
1705,stc,SWMC
1706,capaclty,capacity
1707,ddltlon,addition
1708,m,to
1709,conslstent,consistent
1710,I,I
1711,a,a
1712,a,a
1713,admlnlstratlon,administration
1714,a,a
1715,technlcally,technically
1716,llnk,link
1717,cm,CMA
1718,Exhlblt,Exhibit
1719,E,E
1720,BY,BY
1721,M,M
1722,N,ON
1723,Commlttee,Committee
1724,posslble,possible
1725,mply,simply
1726,whlch,which
1727,a,a
1728,Conxnlttee,Conxnittee
1729,ndcated,indicated
1730,a,a
1731,commlttee,committee
1732,mm,with
1733,llttle,little
1734,ndustry,industry
1735,llmltatlons,limitations
1736,restrlctlons,restrictions
1737,blll,bill
1738,Conmlctee,Conmictee
1739,a,a
1740,a,a
1741,reformlnded,reformminded
1742,a,a
1743,m,to
1744,subsldlarles,subsidiaries
1745,restrlct,restrict
1746,ellmlnate,eliminate
1747,AER,ADR
1748,cm,CMA
1749,convlnce,convince
1750,a,a
1751,by,by
1752,E,E
1753,secondiranklng,secondranking
1754,Commlttee,Committee
1755,addresslng,addressing
1756,MCAS,MCAs
1757,offlclals,officials
1758,m,to
1759,Commlttee,Committee
1760,savlngs,savings
1761,ndcated,indicated
1762,by,by
1763,Admlnlstratlon,Administration
1764,by,by
1765,ellmlnate,eliminate
1766,m,to
1767,flrmly,firmly
1768,competltlve,competitive
1769,Commlttee,Committee
1770,mm,with
1771,constltuent,constituent
1772,thls,this
1773,m,IN
1774,Commlttees,Committees
1775,PL,PL
1776,slgnlflcant,significant
1777,establlsh,establish
1778,I,I
1779,addltlonal,additional
1780,Commlttees,Committees
1781,classlflcatlon,classification
1782,EPAS,EPAs
1783,thls,this
1784,thlnly,thinly
1785,cm,CMA
1786,by,by
1787,leadershlp,leadership
1788,b,bill
1789,s,S
1790,M,Moss
1791,restrlctlons,restrictions
1792,a,a
1793,Commlsslon,Commission
1794,Quallty,Quality
1795,establlshed,established
1796,b,bill
1797,technlcal,technical
1798,m,to
1799,By,By
1800,Aprll,April
1801,backlng,backing
1802,m,to
1803,solldlfy,solidify
1804,urglng,urging
1805,mm,with
1806,thls,this
1807,posslble,possible
1808,ﬁlls,file
1809,mlght,might
1810,proceedlng,proceeding
1811,Commlttee,Committee
1812,utlllzatlon,utilization
1813,Commlttee,Committee
1814,Jennlngs,Jennings
1815,mrwnla,DWVa
1816,resultlng,resulting
1817,hearlngs,hearings
1818,Commlttee,Committee
1819,a,a
1820,worklng,working
1821,prlnt,print
1822,b,bill
1823,whlch,which
1824,a,a
1825,whlch,which
1826,Subcommlttee,Subcommittee
1827,flrst,first
1828,whlch,which
1829,Subcommlttee,Subcommittee
1830,hearlngs,hearings
1831,cm,CMA
1832,submltted,submitted
1833,Commlttee,Committee
1834,dld,did
1835,mm,with
1836,Subcommlttee,Subcommittee
1837,commlttee,committee
1838,overslght,oversight
1839,hearlngs,hearings
1840,a,a
1841,Subcommlttee,Subcommittee
1842,hearlngs,hearings
1843,Overslght,Oversight
1844,posslble,possible
1845,by,by
1846,Judglng,Judging
1847,a,a
1848,posslblllty,possibility
1849,thls,this
1850,ownsmm,OVERSIGHT
1851,Hearlngs,Hearings
1852,Subcomnlttee,Subcomnittee
1853,thls,this
1854,Subcommlttee,Subcommittee
1855,Instltute,Institute
1856,Subcomnlttee,Subcomnittee
1857,Asslstant,Assistant
1858,OSHA,OSHA
1859,a,a
1860,MCA,MCA
1861,E,E
1862,Chrlstofano,Christofano
1863,Commlttee,Committee
1864,cm,CMA
1865,Exhlblt,Exhibit
1866,F,F
1867,mmmcmnms,MANUFACTURING
1868,A,A
1869,SUNSHINE,SUNSHINE
1870,DRUG,DRUG
1871,actlvltles,activities
1872,FDCC,FDCC
1873,Commlttee,Committee
1874,mm,with
1875,my,my
1876,mm,with
1877,Commlttee,Committee
1878,FDCC,FDCC
1879,Commlttee,Committee
1880,thp,thp
1881,concernlng,concerning
1882,cosmetlcs,cosmetics
1883,mm,with
1884,mg,ing
1885,prlnclples,principles
1886,technlcal,technical
1887,m,to
1888,Hlth,with
1889,responslbllltles,responsibilities
1890,actlvltles,activities
1891,Commlttee,Committee
1892,unplementlng,implementing
1893,ntlated,initiated
1894,establlshed,established
1895,conslsts,consists
1896,a,a
1897,subcommlttee,subcommittee
1898,a,a
1899,sclentlflc,scientific
1900,subcommlttee,subcommittee
1901,a,a
1902,subcommlttEE,subcommittee
1903,whlch,which
1904,subcommlttees,subcommittees
1905,subcommlttee,subcommittee
1906,by,by
1907,referrlng,referring
1908,Commlttee,Committee
1909,by,by
1910,establlshlng,establishing
1911,a,a
1912,dlvlslon,division
1913,ellmlnatlng,eliminating
1914,meetlngs,meetings
1915,Commlttee,Committee
1916,mm,with
1917,speclflc,specific
1918,asslgni,assign
1919,dlvlslon,division
1920,Commlttee,Committee
1921,submltted,submitted
1922,Admlnlstratlve,Administrative
1923,by,by
1924,a,a
1925,constltute,constitute
1926,a,a
1927,speclflcally,specifically
1928,by,by
1929,submlsslon,submission
1930,admlnlstratlon,administration
1931,by,by
1932,a,a
1933,thls,this
1934,submlsslon,submission
1935,FDA,FDA
1936,whlch,which
1937,submltted,submitted
1938,a,a
1939,llmltatlon,limitation
1940,hearlngs,hearings
1941,establlshment,establishment
1942,whlch,which
1943,constltuted,constituted
1944,a,a
1945,whlch,which
1946,a,a
1947,rlght,right
1948,a,a
1949,hearlng,hearing
1950,Varylng,varying
1951,a,a
1952,codlflcatlon,codification
1953,exlstlng,existing
1954,a,a
1955,restrlct,restrict
1956,rlghts,rights
1957,ndvduals,individuals
1958,agencys,agencys
1959,jurlsdlctlon,jurisdiction
1960,m,to
1961,orlglnally,originally
1962,applylng,applying
1963,processlng,processing
1964,establlshi,establish
1965,thls,this
1966,unpllcatlons,implications
1967,extendlng,extending
1968,survelllance,surveillance
1969,establlshment,establishment
1970,Hlthln,within
1971,codlng,coding
1972,keeplng,keeping
1973,establlshments,establishments
1974,nttutlon,institution
1975,a,a
1976,Cltlzens,Citizens
1977,clvll,civil
1978,addltlon,addition
1979,actlvltles,activities
1980,Commlttee,Committee
1981,FCC,FCC
1982,FADWHD,FAOWHO
1983,actlvltles,activities
1984,sclentlflc,scientific
1985,mm,with
1986,a,a
1987,technlcal,technical
1988,addltlon,addition
1989,technlcal,technical
1990,Hlth,with
1991,GMA,GMA
1992,A,A
1993,Hlthln,within
1994,a,a
1995,establlshment,establishment
1996,understandlng,understanding
1997,ndustry,industry
1998,descrlbe,describe
1999,actlxk,activ
2000,a,a
2001,Commlttees,Committees
2002,actlvltles,activities
2003,llght,light
2004,exlsts,exists
2005,thls,this
2006,Hlth,with
2007,superflclally,superficially
2008,dlllgent,diligent
2009,FDCC,FDCC
2010,actlvlty,activity
2011,thls,this
2012,a,a
2013,whlch,which
2014,thls,this
2015,actlvltles,activities
2016,I,I
2017,thls,this
2018,whlch,which
2019,commlttee,committee
2020,worklng,working
2021,I,I
2022,thls,this
2023,a,a
2024,commlttee,committee
2025,leadershlp,leadership
2026,commlttee,committee
2027,m,from
2028,glv,given
2029,a,a
2030,I,I
2031,c,f
2032,A,CMA
2033,Exhlblt,Exhibit
2034,G,G
2035,MANUFACTURIG,MANUFACTURING
2036,A,A
2037,CWFFENBERG,COFFENBERG
2038,Dlstrlbutlon,Distribution
2039,Commlttee,Committee
2040,nlflcance,nificance
2041,hVlng,having
2042,ndustry,industry
2043,A,A
2044,I,I
2045,pr,per
2046,dependlng,depending
2047,r,rail
2048,a,an
2049,cnslderatlon,consideration
2050,a,a
2051,supplylng,supplying
2052,a,a
2053,A,A
2054,a,a
2055,a,a
2056,ndustry,industry
2057,by,by
2058,a,a
2059,a,a
2060,establlshed,established
2061,w,w
2062,Commlsslon,Commission
2063,Hlth,with
2064,thls,this
2065,declsl,decision
2066,m,to
2067,m,to
2068,by,by
2069,establlshed,established
2070,T,The
2071,nttuted,instituted
2072,by,by
2073,t,about
2074,m,to
2075,a,a
2076,lltlgants,litigants
2077,a,a
2078,by,by
2079,Dlvlslon,Division
2080,my,MCA
2081,MCAS,MCAs
2082,Instltute,Institute
2083,Instltute,Institute
2084,Allled,Allied
2085,accompllshes,accomplishes
2086,followlng,following
2087,thlrty,thirty
2088,by,by
2089,I,Industrys
2090,dustrys,share
2091,cm,CMA
2092,ne,Sine
2093,upwrd,upward
2094,a,a
2095,a,be
2096,m,to
2097,flrst,first
2098,a,a
2099,a,a
2100,a,a
2101,a,a
2102,reasslgned,reassigned
2103,establlshi,establish
2104,by,by
2105,Hll,will
2106,a,a
2107,establlshlng,establishing
2108,detemlnlng,determining
2109,prescrlblng,prescribing
2110,w,which
2111,llght,light
2112,t,the
2113,dlfflcult,difficult
2114,Hlth,with
2115,mm,with
2116,spllls,spills
2117,clvll,civil
2118,spllls,spills
2119,I,I
2120,nterndustry,interIndustry
2121,commlttee,committee
2122,c,of
2123,b,bill
2124,m,to
2125,mg,ing
2126,th,the
2127,commlttEE,committee
2128,a,a
2129,exlstlng,existing
2130,testlfled,testified
2131,mm,bill
2132,mm,with
2133,by,by
2134,mm,with
2135,Envlrnmental,Environmental
2136,MCAS,MCAs
2137,Admlnlstrator,Administrator
2138,testlfled,testified
2139,x,HR
2140,by,by
2141,n,in
2142,Commlttee,Committee
2143,a,a
2144,a,a
2145,Commlttee,Committee
2146,a,a
2147,a,a
2148,faclllty,facility
2149,Commlttee,Committee
2150,a,a
2151,a,a
2152,a,a
2153,flrst,first
2154,a,a
2155,a,a
2156,concernlng,concerning
2157,x,HR
2158,a,a
2159,Commlttee,Committee
2160,by,by
2161,thls,this
2162,tt,tt
2163,famlllar,familiar
2164,Hlth,with
2165,commlttee,committee
2166,mm,such
2167,a,a
2168,Chrlstmas,Christmas
2169,b,bill
2170,a,a
2171,by,by
2172,thls,this
2173,x,HR
2174,orlglnal,original
2175,ellmlnate,eliminate
2176,publlclty,publicity
2177,m,to
2178,testlfylng,testifying
2179,bllllon,billion
2180,Hlth,with
2181,shlpments,shipments
2182,attemptlng,attempting
2183,mm,with
2184,a,a
2185,DDTS,DOTs
2186,dented,identified
2187,XT,XT
2188,a,a
2189,shlpplng,shipping
2190,CHEKTREC,The
2191,M,M
2192,physlcal,physical
2193,dlstrlbutlon,distribution
2194,subcommlttee,subcommittee
2195,commlttee,committee
2196,nvolvng,involving
2197,mstmbm,Distribu
2198,I,I
2199,HMR,HMR
2200,a,a
2201,twoidlglt,twodigit
2202,a,a
2203,a,a
2204,glvlng,giving
2205,a,a
2206,DDT,DOT
2207,HMrlD,HM
2208,mm,with
2209,mm,with
2210,M,HM
2211,DDT,DOT
2212,nttuted,instituted
2213,Vltlng,inviting
2214,HMrlm,HM
2215,a,a
2216,whlch,each
2217,slmllar,similar
2218,by,by
2219,I,I
2220,t,to
2221,Hlth,with
2222,M,MTB
2223,HMRB,HMRB
2224,whlch,which
2225,c,c
2226,swltchlng,switching
2227,mm,with
2228,llttle,little
2229,justlflcatlon,justification
2230,contalnlng,containing
2231,c,charge
2232,shlpment,shipment
2233,handlln,handling
2234,thls,this
2235,arbltrary,arbitrary
2236,cm,CMA
2237,III,III
2238,MC,MC
2239,by,by
2240,denty,identify
2241,acountlng,accounting
2242,dld,did
2243,supportlng,supporting
2244,dentcatlon,identification
2245,Classlflcatlon,Classification
2246,flrst,first
2247,LTL,LTL
2248,shlpments,shipments
2249,flrst,first
2250,shlpments,shipments
2251,classlflcatlon,classification
2252,a,a
2253,thls,this
2254,arbltrary,arbitrary
2255,by,by
2256,a,a
2257,m,to
2258,frelght,freight
2259,mm,limits
2260,welght,weight
2261,commlttee,committee
2262,welghts,weights
2263,m,to
2264,Phyl,Physical
2265,Dlstrlbutlon,Distribution
2266,a,a
2267,M,May
2268,Dlstrlbutlon,Distribution
2269,Commlttee,Committee
2270,meetlng,meeting
2271,descrlbed,described
2272,descrlbed,described
2273,meetlng,meeting
2274,by,by
2275,ndustry,industry
2276,meetlngs,meetings
2277,m,to
2278,clvll,civil
2279,Envlrnmental,Environmental
2280,mm,Illinois
2281,partlclpated,participated
2282,hearlngs,hearings
2283,ellmlnates,eliminates
2284,appllcai,applica
2285,m,to
2286,cm,CMA
2287,nd,and
2288,a,a
2289,Dlspsltlon,Disposition
2290,Unlverslty,University
2291,Mdlson,Madison
2292,asslgned,assigned
2293,a,a
2294,testlfled,testified
2295,by,by
2296,Th,The
2297,Admlnlstratlon,Administration
2298,a,a
2299,Th,The
2300,TD,TD
2301,Conmlttee,Conmittee
2302,Hlth,with
2303,pnncy,princi
2304,MeanwhllE,Meanwhile
2305,meetlngs,meetings
2306,Hlth,with
2307,nght,insight
2308,Exhlblt,Exhibit
2309,a,H
2310,fry,fry
2311,BY,BY
2312,R,R
2313,E,E
2314,PHILLIPS,PHILLIPS
2315,comprlsed,comprised
2316,technlcal,technical
2317,technlcally,technically
2318,mm,with
2319,by,by
2320,accompllsh,accomplish
2321,thls,this
2322,standlng,standing
2323,subcommlttees,subcommittees
2324,r,rail
2325,E,E
2326,G,G
2327,by,by
2328,technlcal,technical
2329,actlvlt,activit
2330,ndvdual,individual
2331,a,a
2332,AAR,AAR
2333,Commlttee,Committee
2334,a,a
2335,Instltute,Institute
2336,commlttee,committee
2337,Hlth,with
2338,mm,with
2339,Subcommltte,Subcommitte
2340,Commltte,Committe
2341,DDT,DOT
2342,nghllghts,Highlights
2343,Actlvltles,Activities
2344,M,M
2345,Commlttee,Committee
2346,actlvltes,activites
2347,actlvlty,activity
2348,concernlng,concerning
2349,carrylng,carrying
2350,whlch,which
2351,mm,with
2352,whlch,which
2353,Shleldlng,shielding
2354,speclflcatlons,specifications
2355,cm,CMA
2356,current,current
2357,flrst,first
2358,a,a
2359,worklng,working
2360,respondlng,responding
2361,m,to
2362,antlclpated,anticipated
2363,a,a
2364,slmllar,similar
2365,Spllls,Spills
2366,R,Rail
2367,rulemaklng,rulemaking
2368,mm,with
2369,Agencys,Agencys
2370,spllls,spills
2371,contrlbutlng,contributing
2372,MCAS,MCAs
2373,classlflcatlon,classification
2374,actlvltles,activities
2375,requallflcatfon,requaiificatfon
2376,partlclpated,participated
2377,a,a
2378,Posslble,Possible
2379,a,a
2380,whlch,which
2381,Commlttee,Committee
2382,a,a
2383,addltlonal,additional
2384,classlflcatlon,classification
2385,cm,CMA
2386,n,n
2387,w,w
2388,btalnlng,btaining
2389,mm,with
2390,justlflcatlon,justification
2391,Vd,vd
2392,haldllng,haidling
2393,Commlttee,Committee
2394,hcndllng,hcndling
2395,ndustrys,industrys
2396,by,by
2397,m,to
2398,speclflc,specific
2399,F,F
2400,R,REPORT
2401,BY,BY
2402,GRowING,GROWING
2403,t,the
2404,endlng,ending
2405,ncreaslngly,increasingly
2406,actlng,distracting
2407,A,A
2408,a,home
2409,m,to
2410,dlfflculty,difficulty
2411,remalnlng,remaining
2412,a,a
2413,dlfflcult,difficult
2414,actlvltles,activities
2415,dlstractlons,distractions
2416,whlch,which
2417,months,months
2418,b,bill
2419,by,by
2420,CommlttEE,Committee
2421,cm,CMA
2422,a,a
2423,PARENS,PARENS
2424,A,A
2425,antktrus,antitrust
2426,a,a
2427,A,As
2428,a,a
2429,Commlsslon,Commission
2430,notlflcatlon,notification
2431,FTC,FTC
2432,trlgger,trigger
2433,glvlng,giving
2434,brlng,bring
2435,cltlzens,citizens
2436,a,a
2437,amendlng,amending
2438,wordlng,wording
2439,resultlng,resulting
2440,munlclpal,municipal
2441,fundlng,funding
2442,modlflcatlon,modification
2443,whlch,which
2444,cm,CMA
2445,r,r
2446,a,a
2447,wrltten,written
2448,by,by
2449,orlglnal,original
2450,A,A
2451,Commlttees,Committees
